,0.2,0.4,0.6,0.8,1.0
0,8.360644578933716,20.255611181259155,33.28710055351257,49.632235527038574,66.27392363548279
1,8.183715343475342,20.07270312309265,33.15986609458923,43.42776155471802,65.74301099777222
2,8.276717901229858,20.147327423095703,33.21215629577637,47.709599018096924,66.04029870033264
3,8.256266117095947,20.0464129447937,32.10136842727661,46.579434633255005,65.66697430610657
4,8.239612579345703,20.07284379005432,33.37963891029358,48.282384634017944,65.4194769859314
5,8.191972732543945,20.119502305984497,31.985763549804688,47.9272186756134,65.81789135932922
6,8.291049242019653,20.13371515274048,33.40599250793457,43.506181955337524,65.44976925849915
7,8.275952577590942,20.081374406814575,31.897717714309692,48.340861320495605,65.8536946773529
8,8.213593006134033,20.092206239700317,33.289379835128784,44.73817586898804,65.60852098464966
9,8.244166612625122,20.114408016204834,32.09300231933594,46.88680458068848,65.56581377983093
