,0.2,0.4,0.6,0.8,1.0
0,81.3566083908081,263.1209921836853,280.74554896354675,309.771018743515,304.82908034324646
1,81.5902624130249,256.01598286628723,280.745707988739,310.08039450645447,303.5626747608185
2,81.39260649681091,253.74225902557373,280.768527507782,309.9485991001129,303.7649095058441
3,81.18421149253845,254.28190231323242,280.17170786857605,310.17212176322937,302.99292397499084
4,88.60439109802246,254.34323000907898,280.1327395439148,310.1763265132904,303.0951714515686
5,84.77194690704346,253.6984565258026,280.25674533843994,309.5808072090149,303.65077567100525
6,87.84041714668274,253.71571278572083,279.8230457305908,310.2901940345764,303.55146193504333
7,84.30735659599304,254.41202521324158,279.66150069236755,311.0182647705078,303.84115958213806
8,86.84242296218872,254.0734143257141,279.94184279441833,310.9641623497009,303.3493392467499
9,85.16625142097473,254.25519156455994,279.75919103622437,309.9596178531647,303.68876671791077
