,0.2,0.4,0.6,0.8,1.0
0,1.1139812469482422,1.049283742904663,1.0464012622833252,1.0434138774871826,0.9546277523040771
1,1.1155288219451904,1.04067063331604,1.0400712490081787,1.1021692752838135,0.9528658390045166
2,1.1088402271270752,1.10011625289917,1.0996692180633545,1.1015722751617432,1.055893898010254
3,1.047389030456543,1.0411300659179688,1.039055585861206,1.0397717952728271,0.9546701908111572
4,1.10758638381958,1.0988457202911377,1.0989985466003418,1.1010303497314453,1.055478572845459
5,1.1099655628204346,1.0386033058166504,1.0385169982910156,1.1001296043395996,0.9529714584350586
6,1.1080880165100098,1.0942597389221191,1.098294734954834,1.0992512702941895,1.0546975135803223
7,1.0459494590759277,1.0348620414733887,1.03729248046875,1.0384552478790283,0.9549643993377686
8,1.108262062072754,1.0935118198394775,1.0969514846801758,1.099971055984497,1.056694746017456
9,1.1097133159637451,1.0379319190979004,1.036397933959961,1.0983607769012451,0.9540848731994629
