,0.2,0.4,0.6,0.8,1.0
0,1.0917096138000488,0.9525351524353027,1.0335981845855713,1.1093499660491943,0.95682692527771
1,1.0916004180908203,0.9485576152801514,1.0891976356506348,1.1059560775756836,0.9505159854888916
2,1.0895936489105225,1.0416240692138672,1.0837433338165283,1.1045827865600586,1.0510995388031006
3,1.031501293182373,0.9473361968994141,1.0256619453430176,1.1019883155822754,0.9515156745910645
4,1.0922093391418457,1.0403141975402832,1.08150053024292,1.1025943756103516,1.0529053211212158
5,1.0917198657989502,0.9530589580535889,1.0796606540679932,1.1027460098266602,0.9579098224639893
6,1.090752363204956,1.0410888195037842,1.079610824584961,1.1025278568267822,1.0497560501098633
7,1.029162883758545,0.9464294910430908,1.0238113403320312,1.1028831005096436,0.9510407447814941
8,1.091538906097412,1.042680025100708,1.08152174949646,1.1013531684875488,1.0493988990783691
9,1.0892212390899658,0.9452927112579346,1.080392599105835,1.0998518466949463,0.9496634006500244
