,0.2,0.4,0.6,0.8,1.0
0,15.579171419143677,15.512302875518799,15.998079299926758,15.523386478424072,15.836695671081543
1,15.590944766998291,15.906835079193115,15.889849662780762,15.50564432144165,16.035674333572388
2,15.137945652008057,15.962458610534668,15.30035924911499,15.546584367752075,16.061769008636475
3,15.192275285720825,15.432643413543701,15.489537477493286,15.515227317810059,15.948137521743774
4,15.987715482711792,15.496555089950562,15.553898811340332,15.51162838935852,15.828864812850952
5,16.06682777404785,16.126806497573853,15.522151231765747,15.534925937652588,15.694260597229004
6,15.455832481384277,16.177783489227295,15.512981176376343,15.592412233352661,15.487112760543823
7,15.211513042449951,15.522158861160278,15.538416862487793,15.607441425323486,16.1354398727417
8,15.267760515213013,15.494723558425903,15.556309461593628,15.535938024520874,15.61785626411438
9,15.317643642425537,15.485536575317383,15.482855081558228,15.491523027420044,15.810508012771606
