,0.2,0.4,0.6,0.8,1.0
0,1.1210017204284668,1.0370986461639404,0.9450864791870117,1.0372405052185059,1.0529718399047852
1,1.115593671798706,1.108696460723877,1.0371425151824951,1.1034741401672363,1.1196568012237549
2,1.115037202835083,1.0358893871307373,0.9435546398162842,1.1002812385559082,1.0459873676300049
3,1.0375874042510986,1.105910301208496,1.036914348602295,1.0320088863372803,1.1173632144927979
4,1.1114494800567627,1.0380136966705322,0.9427704811096191,1.1020829677581787,1.043546438217163
5,1.118375539779663,1.1072254180908203,1.0371313095092773,1.1001503467559814,1.1184794902801514
6,1.1116085052490234,1.0360608100891113,0.9422261714935303,1.0316579341888428,1.0469040870666504
7,1.037583827972412,1.110722303390503,1.0358376502990723,1.1009047031402588,1.1191227436065674
8,1.1112875938415527,1.0376567840576172,0.9433112144470215,1.099914789199829,1.0455856323242188
9,1.1101746559143066,1.1109974384307861,1.038182020187378,1.0324528217315674,1.1167266368865967
